months_as_customer,age,policy_number,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,fraud_reported,loss_ratio,profitability,vehicle_age,age_group,Parked Car,Single Vehicle Collision,Vehicle Theft,Rear Collision,Side Collision,Fire,Other,Police,Minor Damage,Total Loss,Trivial Damage,250/500,500/1000,incident_year,incident_month,incident_day,policy_bind_year,policy_bind_month,policy_bind_day
230,43,490514,2,2000,1101.83,0,451529,0,2,3,6,2,28900,0,1,0,727,0,3,0,0,3,1,51900,5190,10380,36330,2,22,1,3.9252879300799584,-38678.04,14,2,0,0,0,0,0,0,0,1,1,0,0,0,1,2015,1,1,2007,2,9
300,49,795847,1,1000,1441.21,0,609322,1,6,4,11,5,0,0,4,1,112,3,1,0,1,0,0,7080,1180,1180,4720,9,26,0,0.40937823079218155,10214.52,24,3,0,0,1,1,0,0,0,1,0,0,1,0,0,2015,1,4,1995,12,17
464,61,632627,0,1000,1125.37,0,604450,1,0,9,1,0,0,-56400,5,3,422,6,3,0,0,2,1,79800,6650,19950,53200,10,3,1,5.909167651527943,-66295.56,25,4,0,0,0,1,0,0,0,1,0,0,0,0,1,2015,1,13,1990,10,7
295,48,678849,0,1000,1332.07,0,609409,1,4,3,14,4,49700,-59100,1,2,88,20,2,0,2,1,1,86060,13240,13240,59580,13,28,0,5.383851199011063,-70075.16,23,3,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,1,28,1992,2,22
27,28,735822,2,2000,1371.78,0,451560,0,3,4,14,2,0,-32500,3,5,167,10,3,0,0,2,1,53600,5360,10720,37520,1,5,1,3.2561100662399705,-37138.64,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,2,4,1995,8,28
180,38,644081,0,2000,1301.13,0,476685,1,1,6,2,1,41300,-55500,4,6,658,12,1,0,0,2,1,46200,4200,8400,33600,4,27,1,2.9589664368664157,-30586.44,22,2,0,1,0,1,0,0,0,1,0,1,0,1,0,2015,1,15,1998,12,28
19,29,789208,0,500,1304.35,0,617267,0,3,13,6,1,0,0,1,1,140,6,3,0,0,2,0,75400,11600,11600,52200,4,27,1,4.8172141935319,-59747.8,20,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2015,2,8,2002,10,12
460,57,396590,0,2000,1567.37,0,602514,1,3,2,16,0,62500,0,1,5,542,10,1,0,2,3,0,58300,5830,11660,40810,9,26,1,3.0996722747872765,-39491.56,11,4,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,2,15,1997,11,7
1,29,357949,0,500,854.58,0,612826,1,3,2,13,2,52200,0,4,4,693,15,1,0,2,3,1,86790,7890,23670,55230,6,8,0,8.463221699548315,-76535.04,22,1,0,1,0,0,1,0,0,1,1,0,0,0,1,2015,1,1,2006,5,24
85,31,873384,1,2000,1234.69,9000000,613471,1,4,12,13,0,0,0,6,0,759,1,2,0,2,1,0,74400,14880,7440,52080,2,22,1,5.021503373316379,-59583.72,22,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2015,2,6,2004,3,10
371,50,990624,2,1000,1569.33,0,613114,0,6,6,2,1,79600,0,6,6,230,2,3,0,2,1,1,84500,13000,13000,58500,13,28,1,4.48705286119979,-65668.04000000001,14,3,0,0,0,0,1,0,1,0,0,0,0,1,0,2015,1,29,1994,2,10
34,34,409074,0,500,1295.87,0,438529,1,6,8,5,0,0,0,0,1,340,4,3,0,1,0,0,50800,5080,5080,40640,1,4,1,3.2667885924771265,-35249.56,28,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2015,1,13,1992,3,19
269,44,187775,0,500,1297.75,4000000,451280,1,3,7,5,3,0,-41400,4,1,92,15,3,0,0,1,0,98670,15180,15180,68310,3,34,1,6.335966095164708,-83097.0,15,2,0,0,0,1,0,0,0,0,0,1,0,0,0,2015,2,1,2002,12,21
96,29,465065,2,1000,1274.7,5000000,618493,0,1,9,10,2,47500,-58700,0,6,435,15,3,1,2,3,1,55400,5540,11080,38780,3,32,1,3.621767213200491,-40103.6,21,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,1,11,2006,12,24
199,41,657045,0,1000,895.83,0,452597,1,0,11,13,0,0,0,0,0,148,10,1,0,1,2,0,30100,3010,0,27090,3,25,0,2.800010418643418,-19350.04,26,2,0,1,0,1,0,0,0,0,1,0,0,1,0,2015,2,11,1995,12,4
161,38,192524,1,2000,1133.85,0,439870,0,6,8,8,1,60200,0,6,6,137,0,3,1,2,2,1,60480,5040,15120,40320,13,20,0,4.445032411694669,-46873.8,22,2,0,0,0,0,0,0,0,1,0,1,0,0,0,2015,1,3,2004,1,2
264,43,955953,1,2000,1353.33,0,447458,0,0,0,18,1,0,-8500,6,6,989,9,3,1,2,0,0,95150,17300,17300,60550,5,13,0,5.859004578829012,-78910.04000000001,18,2,0,0,0,0,0,0,0,1,1,0,0,0,1,2015,2,12,2014,1,18
389,53,714738,1,2000,791.47,0,477260,0,5,1,5,4,0,0,0,5,68,6,1,0,1,2,0,6300,630,1260,4410,8,7,1,0.6633226780547589,3197.6399999999994,24,3,0,0,1,1,0,0,0,1,1,0,0,0,1,2015,1,1,1998,3,21
271,42,486676,0,500,1105.49,0,463181,1,0,9,17,3,56200,-50000,4,2,791,12,2,0,2,3,0,68310,12420,6210,49680,1,4,1,5.149300310269654,-55044.119999999995,22,2,0,0,0,0,1,0,1,0,0,0,0,0,0,2015,2,20,2011,8,15
114,30,584859,1,1000,1558.29,0,472248,0,2,4,18,5,51400,-64000,1,2,823,1,3,0,1,2,0,77110,14020,14020,49070,11,19,0,4.12364407994233,-58410.520000000004,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,9,1992,4,4
371,54,403776,2,2000,1317.97,0,469853,0,2,2,12,5,34700,-81000,4,1,671,18,3,0,1,2,0,32280,5380,5380,21520,5,16,1,2.0410176255908707,-16464.36,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,18,2012,4,27
77,27,797934,2,2000,966.26,0,471704,1,2,0,0,3,56400,-32800,1,6,661,1,3,1,0,0,0,67200,6720,6720,53760,13,28,0,5.795541572661603,-55604.880000000005,30,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2015,2,6,1999,4,7
193,41,217938,0,500,847.03,0,438555,1,3,2,16,1,0,0,4,6,489,1,1,0,1,0,1,112320,17280,17280,77760,11,19,1,11.05037601973956,-102155.64,14,2,0,1,0,0,1,0,1,0,0,0,0,1,0,2015,2,8,1995,7,16
405,57,676255,2,1000,1132.47,4000000,434293,0,4,8,8,2,46300,0,1,3,318,21,3,0,2,3,0,61440,10240,10240,40960,10,2,0,4.521091066430016,-47850.36,17,4,0,0,0,0,0,0,1,0,0,1,0,0,1,2015,1,8,1999,12,28
169,39,865201,0,2000,1140.15,0,608929,0,2,1,8,0,0,-36800,5,5,113,9,3,1,0,3,0,46200,4200,8400,33600,11,21,0,3.3767486734201637,-32518.199999999997,10,2,0,0,0,1,0,0,0,1,0,1,0,0,0,2015,1,19,2001,10,19
134,30,843227,0,2000,1443.32,0,613287,1,6,3,7,4,0,0,4,3,998,19,3,0,0,2,1,47790,5310,5310,37170,11,19,1,2.7592633650195384,-30470.16,30,1,0,0,0,1,0,1,0,0,0,0,0,1,0,2015,1,7,2007,9,28
14,28,335780,0,2000,1587.96,0,601617,1,0,2,2,4,0,-26900,6,5,894,18,1,0,2,1,1,71280,12960,12960,45360,1,5,1,3.740648379052369,-52224.479999999996,13,1,0,1,0,1,0,1,0,0,0,0,0,1,0,2015,2,14,2002,7,22
246,43,805806,2,1000,1267.4,6000000,454139,0,3,0,1,0,0,0,1,2,305,0,1,0,2,1,0,50700,5070,5070,40560,0,31,0,3.3335963389616534,-35491.2,19,2,0,1,0,0,1,1,0,0,1,0,0,1,0,2015,2,9,2013,1,16
270,44,701521,1,2000,1030.95,0,435985,1,0,6,13,2,47200,0,0,3,200,20,3,0,1,0,0,35900,7180,3590,25130,1,4,1,2.9018542767997153,-23528.6,18,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,2,3,2003,7,5
234,44,442494,2,500,1780.67,0,465942,0,0,7,8,2,0,0,0,6,595,3,1,0,1,0,0,70200,7020,7020,56160,5,14,1,3.285280259677537,-48831.96,13,2,0,1,0,0,1,0,0,0,0,0,0,0,1,2015,2,19,2002,6,6
140,32,713172,1,1000,985.97,5000000,457793,1,1,10,6,2,0,0,5,4,683,13,1,0,2,3,0,82170,14940,7470,59760,3,32,1,6.944937472742579,-70338.36,30,1,0,1,0,0,1,1,0,0,0,0,0,1,0,2015,2,1,1996,10,23
270,44,701521,1,2000,1030.95,0,435985,1,0,6,13,2,47200,0,0,3,200,20,3,0,1,0,0,35900,7180,3590,25130,1,4,1,2.9018542767997153,-23528.6,18,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,2,3,2003,7,5
140,31,275265,2,500,708.64,6000000,470610,0,2,6,15,4,53500,0,6,3,393,9,1,0,0,2,1,77880,14160,7080,56640,11,21,0,9.15838789794536,-69376.32,10,1,0,1,0,0,1,0,0,1,0,1,0,0,1,2015,1,6,2004,11,15
380,56,971338,0,1000,1570.86,0,454685,0,4,4,6,2,66000,0,5,3,238,10,1,0,0,1,1,58160,7270,7270,43620,10,3,1,3.0853587631403605,-39309.68,29,4,0,1,0,0,1,0,0,1,0,1,0,0,0,2015,1,5,2004,11,4
269,41,334749,0,2000,1422.21,0,620507,1,0,5,14,4,0,-46400,6,5,451,21,1,1,2,1,0,85900,17180,17180,51540,11,15,1,5.033246379461073,-68833.48,20,2,0,1,0,0,1,0,0,0,0,0,0,0,0,2015,1,16,1996,7,29
177,34,226330,1,2000,1057.77,0,477382,1,3,12,3,4,0,-57700,0,5,114,22,3,0,1,1,0,18000,2250,2250,13500,1,4,0,1.4180776539323294,-5306.76,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,2,16,2013,1,23
147,37,952300,0,1000,1439.9,6000000,475391,1,0,9,18,0,0,-48400,4,6,436,2,2,0,1,2,0,53680,9760,4880,39040,0,23,0,3.1066972243442827,-36401.2,21,2,0,0,0,1,0,0,1,0,0,1,0,0,1,2015,1,29,2009,8,2
75,27,143924,0,1000,1141.1,0,468515,0,3,1,12,2,0,0,4,2,284,15,2,0,0,1,1,71640,5970,11940,53730,12,18,0,5.23179388309526,-57946.8,17,1,0,0,0,0,1,0,0,1,1,0,0,0,0,2015,2,28,1993,12,10
22,26,420810,0,1000,1276.57,0,467784,0,6,2,16,1,71500,0,1,0,646,3,1,1,1,2,0,78900,15780,7890,55230,3,32,0,5.150520535497466,-63581.16,30,1,0,1,0,1,0,1,0,0,1,0,0,0,0,2015,1,6,2007,8,11
143,32,111874,1,1000,1464.42,0,468986,1,2,3,9,0,79900,0,4,6,251,1,1,0,2,0,0,62260,5660,5660,50940,10,1,0,3.542927120179548,-44686.96,30,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2015,1,15,2000,7,5
241,43,922937,2,1000,935.77,0,437422,0,0,9,9,3,0,-36000,3,3,882,21,1,0,1,0,1,7150,1300,650,5200,13,20,0,0.6367305356373183,4079.24,22,2,0,0,1,1,0,0,0,1,0,0,1,1,0,2015,2,20,1992,12,11
441,55,669501,2,500,1270.29,4000000,449421,0,1,1,8,0,24000,-50500,5,0,999,4,1,0,0,0,0,6400,640,640,5120,6,10,0,0.41985163492850713,8843.48,23,3,1,0,0,1,0,0,0,1,1,0,0,1,0,2015,2,19,2009,7,29
82,27,119513,1,1000,1384.51,0,476727,0,6,0,15,1,13100,-38200,4,6,946,14,1,0,2,3,0,71680,8960,8960,53760,13,20,1,4.314402448038175,-55065.880000000005,18,1,0,1,0,1,0,0,1,0,0,0,0,0,0,2015,2,18,1996,9,21
217,41,431876,1,2000,875.15,0,442479,1,0,6,16,3,46700,0,4,0,889,15,3,0,1,2,0,37840,0,4730,33110,0,31,0,3.6031918337808757,-27338.2,29,2,0,0,0,0,1,0,0,1,0,1,0,0,1,2015,2,10,2005,11,27
389,53,714738,1,2000,791.47,0,477260,0,5,1,5,4,0,0,0,5,68,6,1,0,1,2,0,6300,630,1260,4410,8,7,1,0.6633226780547589,3197.6399999999994,24,3,0,0,1,1,0,0,0,1,1,0,0,0,1,2015,1,1,1998,3,21
272,41,337158,0,2000,945.73,5000000,435663,0,4,10,5,5,38600,-42800,1,0,444,23,1,0,0,0,0,84100,16820,8410,58870,5,13,1,7.410501235377257,-72751.24,16,2,0,1,0,0,0,1,0,0,1,0,0,1,0,2015,2,4,1991,4,8
478,63,852002,1,1000,1292.3,0,479724,0,2,0,13,3,47600,0,5,3,811,5,1,1,1,3,0,4700,940,470,3290,4,27,1,0.3030772008563543,10807.599999999999,18,4,1,0,0,1,0,0,0,1,1,0,0,1,0,2015,2,21,2009,6,29
215,35,330119,1,1000,1125.4,0,606144,0,5,0,19,0,40000,-43400,6,1,768,6,1,0,2,1,0,2640,220,440,1980,7,36,0,0.1954860494046561,10864.800000000001,24,1,0,0,1,1,0,0,0,1,0,0,1,0,1,2015,1,15,2004,6,15
96,29,465065,2,1000,1274.7,5000000,618493,0,1,9,10,2,47500,-58700,0,6,435,15,3,1,2,3,1,55400,5540,11080,38780,3,32,1,3.621767213200491,-40103.6,21,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,1,11,2006,12,24
198,36,521854,2,1000,1096.39,0,603848,0,2,1,11,3,0,0,4,6,504,11,3,0,1,3,1,49410,5490,5490,38430,1,4,0,3.7555067083793174,-36253.32,10,2,0,0,0,1,0,1,0,0,0,1,0,1,0,2015,1,26,2001,2,16
448,57,431283,1,2000,1376.16,0,466555,1,6,12,10,3,38600,-50300,4,0,556,10,3,0,2,1,0,47760,5970,5970,35820,11,19,1,2.8921055691198694,-31246.079999999998,12,4,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,2,4,2005,3,31
96,27,633090,1,1000,1631.1,0,437323,1,2,8,8,5,0,0,6,0,765,4,1,0,1,2,0,6030,670,670,4690,9,29,0,0.30807430568328126,13543.199999999997,18,1,1,0,0,1,0,0,0,1,0,0,1,0,0,2015,1,23,2009,2,17
269,44,187775,0,500,1297.75,4000000,451280,1,3,7,5,3,0,-41400,4,1,92,15,3,0,0,1,0,98670,15180,15180,68310,3,34,1,6.335966095164708,-83097.0,15,2,0,0,0,1,0,0,0,0,0,1,0,0,0,2015,2,1,2002,12,21
394,57,395572,1,500,1401.2,0,619892,1,2,2,12,3,51500,0,0,2,611,9,1,0,1,0,0,6890,1060,1060,4770,1,5,0,0.40976781806070983,9924.400000000001,26,4,0,0,1,1,0,0,0,1,0,0,1,1,0,2015,1,25,1999,3,30
115,31,569714,0,1000,1051.67,0,479824,1,0,3,3,1,0,0,6,5,48,18,3,1,0,3,0,34160,0,4270,29890,1,5,1,2.706806000614895,-21539.96,20,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2015,3,1,2005,12,4
101,32,223404,1,500,895.14,0,439964,0,3,11,18,2,52600,-30400,4,1,151,4,1,0,0,3,1,43600,8720,4360,30520,11,21,0,4.05895539617639,-32858.32,15,1,0,1,0,0,0,0,0,0,1,0,0,1,0,2015,1,10,2002,1,23
215,38,833321,2,500,1405.71,0,465376,1,6,2,4,4,0,0,4,0,990,10,1,0,0,1,0,70700,7070,14140,49490,13,28,0,4.1912390654307545,-53831.479999999996,17,2,0,1,0,1,0,0,0,1,0,1,0,1,0,2015,2,1,2010,3,1
463,59,638155,1,1000,979.73,0,601848,1,3,3,19,1,51700,0,4,1,26,14,2,0,1,2,0,72400,7240,14480,50680,3,34,1,6.158159220737686,-60643.24,26,4,0,0,0,0,0,0,1,0,0,0,0,1,0,2015,2,12,1994,8,3
468,62,586367,1,500,1011.92,0,468168,0,6,6,13,5,0,0,4,5,270,7,3,1,0,3,0,64350,7150,7150,50050,3,34,0,5.299331963001028,-52206.96,16,4,0,0,0,1,0,1,0,0,0,0,0,0,0,2015,2,15,2000,6,30
291,46,832746,0,1000,994.74,0,452701,1,2,0,14,3,0,-55300,4,2,102,8,1,0,2,2,1,5580,620,620,4340,13,28,1,0.46745883346402073,6356.880000000001,20,3,1,0,0,1,0,0,0,1,1,0,0,0,1,2015,1,25,2006,4,13
242,44,664732,1,2000,1396.89,6000000,618127,1,1,8,5,2,0,-61600,4,6,47,15,3,0,1,2,1,66900,6690,13380,46830,11,15,1,3.9910085976705396,-50137.32,26,2,0,0,0,0,0,0,1,0,1,0,0,0,1,2015,2,4,2003,7,30
147,33,129872,0,1000,1334.15,6000000,479224,0,2,2,15,1,53300,-49200,6,6,233,15,1,1,2,0,1,53100,10620,5310,37170,8,7,1,3.316718509912678,-37090.2,30,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,1,24,2010,8,8
184,38,215534,1,1000,1437.53,0,437889,1,1,13,5,1,0,0,3,4,468,6,3,0,0,2,0,53730,11940,5970,35820,4,30,1,3.1147176058934423,-36479.64,12,2,0,0,0,0,1,0,0,0,1,0,0,1,0,2015,2,2,1994,9,12
119,34,594783,1,500,1299.18,0,463271,1,1,12,10,5,57100,0,2,6,710,7,1,1,2,1,1,45540,8280,8280,28980,6,10,1,2.921073292384427,-29949.84,27,1,0,1,0,0,0,1,0,0,0,0,0,1,0,2015,1,8,2011,12,30
8,35,699044,0,2000,1266.92,0,613982,0,5,11,14,3,0,0,2,0,262,16,3,0,1,3,1,71500,16500,11000,44000,5,13,1,4.703006767067639,-56296.96,19,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,1,9,2013,12,5
121,31,439341,2,1000,1140.91,0,478388,0,0,0,13,2,51300,0,5,3,2,15,3,0,1,2,0,64300,6430,6430,51440,3,32,1,4.696543402488656,-50609.08,23,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2015,2,15,1991,7,20
50,44,525862,0,2000,1188.51,0,447469,0,1,5,3,4,0,-65800,1,3,416,15,3,0,1,2,0,61100,6110,12220,42770,4,27,0,4.284075579226651,-46837.880000000005,17,2,0,0,0,0,0,0,0,1,0,1,0,1,0,2015,1,8,2000,10,18
66,26,445973,1,1000,988.29,0,476502,0,1,1,16,3,0,0,1,3,810,8,1,0,2,2,1,57860,0,10520,47340,11,19,1,4.878797384033701,-46000.520000000004,17,1,0,1,0,1,0,0,0,1,0,0,0,1,0,2015,2,2,1998,11,13
7,21,204294,2,1000,1342.72,0,445638,0,0,6,4,5,0,-45300,1,2,176,21,1,0,1,2,0,62460,6940,6940,48580,6,6,0,3.8764597235462346,-46347.36,22,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2015,2,10,1991,11,16
204,40,643226,0,1000,1693.83,7000000,447976,0,2,10,14,2,44000,-20800,1,4,901,6,1,0,1,0,0,53400,5340,5340,42720,6,8,0,2.6271821847528973,-33074.04,22,2,0,1,0,0,0,0,0,1,1,0,0,1,0,2015,1,9,1992,4,7
26,42,287436,0,1000,1484.48,0,613849,0,6,1,17,1,50700,-36300,4,5,231,10,1,0,2,3,0,63030,5730,11460,45840,10,1,0,3.5382760293166626,-45216.24,29,2,0,1,0,0,1,0,0,1,0,0,0,0,0,2015,2,24,2010,9,11
104,30,544225,0,500,1052.85,0,607697,1,4,10,16,2,0,-70100,6,5,334,8,1,0,0,0,1,4800,960,480,3360,2,0,0,0.37992116635798073,7834.199999999999,19,1,0,0,1,1,0,0,0,1,1,0,0,0,0,2015,2,9,2010,8,3
370,55,528259,2,2000,1389.13,7000000,456203,0,3,7,1,5,0,-53200,0,4,423,6,1,0,0,2,0,9000,900,1800,6300,8,24,0,0.5399062722711336,7669.560000000001,10,3,0,0,1,1,0,0,0,1,1,0,0,0,1,2015,2,17,2012,12,22
150,31,651948,2,1000,1354.5,0,456602,0,5,6,0,0,52800,0,1,0,656,6,3,0,0,3,1,64800,6480,12960,45360,11,15,1,3.9867109634551494,-48546.0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,1,2,1994,9,28
212,39,167466,0,1000,1255.35,0,454176,1,3,10,16,1,60300,-58900,1,5,331,22,2,0,0,3,1,59300,11860,5930,41510,4,30,0,3.936485176776729,-44235.8,17,2,0,0,0,1,0,0,0,0,0,1,0,0,0,2015,2,14,2010,3,17
194,34,884365,2,1000,1423.34,0,454399,0,0,11,4,1,55300,-37900,6,5,828,0,1,1,0,3,0,9100,1400,1400,6300,3,25,0,0.5327843897686663,7980.079999999998,22,1,0,0,1,1,0,0,0,1,1,0,0,0,0,2015,1,21,1994,5,17
109,29,488464,0,2000,1007.28,6000000,457727,1,2,0,12,0,0,0,1,5,94,17,3,0,1,3,1,91080,16560,16560,57960,7,36,0,7.53514415058375,-78992.64,30,1,0,0,0,0,1,0,0,1,1,0,0,0,0,2015,2,21,2006,10,1
166,38,414779,1,2000,1588.55,0,435758,0,4,10,18,4,59600,-32100,6,1,760,8,1,0,0,0,0,40320,5760,5760,28800,11,19,0,2.1151364451858616,-21257.4,24,2,0,1,0,0,1,0,1,0,0,1,0,0,0,2015,1,9,1992,11,9
272,41,337158,0,2000,945.73,5000000,435663,0,4,10,5,5,38600,-42800,1,0,444,23,1,0,0,0,0,84100,16820,8410,58870,5,13,1,7.410501235377257,-72751.24,16,2,0,1,0,0,0,1,0,0,1,0,0,1,0,2015,2,4,1991,4,8
360,51,550294,1,1000,1526.61,0,471866,0,5,5,5,1,0,-32900,4,2,365,5,1,1,2,2,0,4620,840,840,2940,4,30,1,0.2521927669804338,13699.32,16,3,0,0,1,1,0,0,0,1,1,0,0,0,1,2015,1,30,2001,11,26
80,26,488597,1,1000,1343.0,0,443625,0,5,5,4,2,64600,0,4,0,491,12,1,0,0,0,0,90400,9040,9040,72320,2,0,0,5.609332340531149,-74284.0,30,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2015,1,3,2001,5,8
186,38,536052,0,2000,1218.56,0,477373,1,5,13,18,0,39300,-60300,5,0,407,23,3,1,2,2,0,68760,11460,5730,51570,10,3,1,4.7022715336134455,-54137.28,27,2,0,0,0,0,0,0,0,1,0,1,0,1,0,2015,3,1,2006,4,21
428,53,328387,1,1000,1496.44,0,616884,1,2,12,4,4,0,0,0,6,132,9,1,1,2,2,0,6930,630,1260,5040,6,8,0,0.38591590708615114,11027.279999999999,12,3,1,0,0,1,0,0,0,1,0,0,1,0,0,2015,2,16,2014,5,6
274,43,517240,0,2000,1352.31,0,465263,0,1,4,1,5,40700,-47300,1,3,892,22,1,1,0,3,1,63840,10640,10640,42560,2,37,1,3.934009213863685,-47612.28,19,2,0,1,0,0,0,1,0,0,0,0,0,0,0,2015,2,6,2001,5,13
463,59,638155,1,1000,979.73,0,601848,1,3,3,19,1,51700,0,4,1,26,14,2,0,1,2,0,72400,7240,14480,50680,3,34,1,6.158159220737686,-60643.24,26,4,0,0,0,0,0,0,1,0,0,0,0,1,0,2015,2,12,1994,8,3
56,29,302669,1,1000,1523.17,0,610479,0,5,9,12,3,0,0,3,3,160,10,3,0,1,2,1,94560,7880,15760,70920,7,17,0,5.17342122021836,-76281.95999999999,30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2015,2,21,2006,6,29
273,47,602704,0,1000,1189.04,0,457843,1,0,9,18,3,59600,0,5,4,552,0,3,0,1,3,0,39800,7960,3980,27860,7,36,0,2.78936509004463,-25531.52,11,3,0,0,0,0,1,0,0,1,1,0,0,0,1,2015,1,24,2011,9,27
95,28,208298,0,1000,773.99,0,458727,0,0,1,2,2,0,-70300,3,6,592,3,1,1,1,2,0,3200,640,320,2240,8,12,0,0.34453502844567324,6087.880000000001,11,1,0,0,1,1,0,0,0,1,0,0,1,1,0,2015,1,1,1990,11,3
264,43,516959,1,500,1508.12,6000000,433275,0,6,2,1,5,0,0,1,1,476,0,3,0,2,1,0,60750,13500,6750,40500,7,36,1,3.3568283690952976,-42652.56,10,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,1,20,2010,5,1
115,31,569714,0,1000,1051.67,0,479824,1,0,3,3,1,0,0,6,5,48,18,3,1,0,3,0,34160,0,4270,29890,1,5,1,2.706806000614895,-21539.96,20,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2015,3,1,2005,12,4
371,50,990624,2,1000,1569.33,0,613114,0,6,6,2,1,79600,0,6,6,230,2,3,0,2,1,1,84500,13000,13000,58500,13,28,1,4.48705286119979,-65668.04000000001,14,3,0,0,0,0,1,0,1,0,0,0,0,1,0,2015,1,29,1994,2,10
66,26,445973,1,1000,988.29,0,476502,0,1,1,16,3,0,0,1,3,810,8,1,0,2,2,1,57860,0,10520,47340,11,19,1,4.878797384033701,-46000.520000000004,17,1,0,1,0,1,0,0,0,1,0,0,0,1,0,2015,2,2,1998,11,13
235,39,836349,1,2000,1453.61,4000000,619570,0,3,2,19,2,0,0,0,2,517,10,1,0,0,3,0,60320,9280,9280,41760,3,34,1,3.4580572964321012,-42876.68,13,2,0,1,0,0,1,0,1,0,0,0,0,0,1,2015,1,13,2013,5,1
243,43,367595,2,500,1307.74,0,466137,1,0,6,2,3,0,-75700,4,5,605,10,3,0,0,1,0,37530,4170,4170,29190,7,36,0,2.391530426537385,-21837.12,17,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,1,28,2006,2,3
153,34,798177,1,1000,873.64,4000000,432934,1,0,8,19,0,800,0,4,1,948,9,3,0,2,1,0,68400,11400,11400,45600,5,14,0,6.5244265372464625,-57916.32,18,1,0,0,0,0,0,0,1,0,1,0,0,0,1,2015,1,30,2006,3,4
63,24,427484,0,2000,1620.89,0,469621,1,2,5,12,2,0,0,0,2,847,7,1,0,2,0,0,6120,1020,1020,4080,12,11,0,0.3146419559624651,13330.68,10,0,0,0,1,1,0,0,0,1,1,0,0,1,0,2015,2,3,1994,1,8
208,36,467106,0,2000,1209.41,5000000,476185,0,3,6,0,5,0,0,1,1,640,15,3,1,0,1,0,62810,11420,11420,39970,9,35,0,4.327867858432348,-48297.08,26,2,0,0,0,0,1,0,1,0,0,1,0,0,0,2015,2,16,1995,10,8
385,51,178081,2,1000,976.37,0,602842,1,4,2,15,0,0,-61000,6,5,44,14,3,0,1,3,0,67600,13520,6760,47320,11,21,0,5.769670650812021,-55883.56,18,3,0,0,0,1,0,0,1,0,1,0,0,1,0,2015,2,18,1990,7,20
88,25,332892,2,1000,1194.0,0,613583,1,3,5,12,0,0,0,4,4,337,6,1,1,1,2,1,66780,7420,7420,51940,5,13,1,4.660804020100502,-52452.0,12,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2015,2,13,2007,10,25
308,47,720356,0,1000,1013.61,6000000,452349,1,0,2,12,3,45700,-41400,1,6,373,7,1,0,1,1,1,5590,860,860,3870,11,19,0,0.45957847035184474,6573.32,23,3,1,0,0,1,0,0,0,1,1,0,0,0,0,2015,1,3,2013,9,16
210,37,218684,2,2000,1048.46,0,466676,0,2,8,16,1,59900,0,2,1,323,9,1,0,1,2,0,7080,1180,590,5310,4,30,0,0.5627300993838582,5501.52,26,2,0,0,1,1,0,0,0,1,0,0,1,0,1,2015,1,5,2006,8,5
147,31,746630,2,500,1054.92,6000000,468232,1,6,9,8,3,51900,0,1,4,508,4,1,0,0,0,0,68240,8530,0,59710,12,11,1,5.390614138196893,-55580.96,12,1,0,1,0,0,0,0,1,0,0,0,0,1,0,2015,1,16,1997,2,10
144,37,985446,0,2000,1896.91,0,460895,1,6,5,17,1,73700,0,4,1,805,17,3,1,1,3,0,54400,5440,10880,38080,3,32,1,2.389851565616362,-31637.079999999998,10,2,0,0,0,1,0,1,0,0,0,0,0,1,0,2015,1,24,2012,10,11
