months_as_customer,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,fraud_reported,loss_ratio,profitability,vehicle_age,incident_year,incident_month,incident_day,policy_bind_year,policy_bind_month,policy_bind_day,Parked Car,Single Vehicle Collision,Vehicle Theft,Rear Collision,Side Collision,Fire,None,Other,Police,Minor Damage,Total Loss,Trivial Damage,250/500,500/1000,age_group
3,2,1000,1310.8,0,0,5,2,4,0,0,0,4,20,1,1,0,1,0,87200,17440,8720,61040,6,6,0,5.543688332824739,-71470.4,19,2015,2,22,1991,7,16,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2
461,2,2000,1402.75,0,1,3,3,0,0,0,1,1,10,3,0,2,1,1,72100,7210,14420,50470,7,36,0,4.28325313372542,-55267.0,19,2015,2,18,2005,6,27,0,0,0,1,0,0,0,0,1,1,0,0,0,0,4
194,0,500,1429.96,0,0,3,10,0,67800,0,1,3,11,3,0,1,2,1,57200,11440,5720,40040,12,9,0,3.333426576034761,-40040.479999999996,20,2015,1,12,1991,6,16,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
440,2,500,1050.76,0,1,6,13,5,41500,-70200,2,5,21,1,0,2,3,0,53640,5960,5960,41720,9,26,1,4.25406372530359,-41030.880000000005,21,2015,1,26,1992,9,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,4
448,0,2000,1376.16,0,0,6,12,3,38600,-50300,4,0,10,3,0,2,1,0,47760,5970,5970,35820,11,19,1,2.8921055691198694,-31246.079999999998,12,2015,2,4,2005,3,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
69,0,2000,924.72,0,0,2,6,4,0,0,1,1,14,1,0,2,2,0,63120,5260,10520,47340,1,5,0,5.688208322519249,-52023.36,17,2015,1,7,2006,3,24,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
440,0,500,1275.62,0,0,0,8,2,0,-56200,1,5,18,3,1,2,1,0,61400,6140,6140,49120,9,35,0,4.011121389337473,-46092.56,30,2015,1,23,2012,11,7,0,0,0,0,1,0,0,0,1,1,0,0,1,0,3
196,0,2000,1800.76,0,1,3,10,2,0,-78600,4,2,0,3,0,1,0,0,47800,4780,4780,38240,7,17,0,2.2120289951650047,-26190.88,16,2015,1,14,2001,7,5,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2
253,1,1000,1435.09,0,0,1,6,1,36600,0,4,4,17,1,0,2,0,0,56610,6290,6290,44030,3,34,0,3.287250276986113,-39388.92,30,2015,1,11,2004,4,20,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2
238,2,1000,1524.45,4000000,1,2,5,5,0,-44800,0,2,21,4,0,0,0,0,42700,4270,4270,34160,10,1,1,2.33417516700012,-24406.6,30,2015,2,16,1996,5,11,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2
235,2,500,1253.12,4000000,0,5,3,2,38400,0,1,3,22,1,1,2,2,0,87010,7910,15820,63280,5,14,0,5.78622425093633,-71972.56,23,2015,1,6,2002,5,26,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2
215,0,1000,1125.4,0,1,5,0,0,40000,-43400,6,1,6,1,0,2,1,0,2640,220,440,1980,7,36,0,0.1954860494046561,10864.800000000001,24,2015,1,15,2004,6,15,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1
478,0,1000,1292.3,0,1,2,0,3,47600,0,5,3,5,1,1,1,3,0,4700,940,470,3290,4,27,1,0.3030772008563543,10807.599999999999,18,2015,2,21,2009,6,29,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4
270,0,2000,1030.95,0,0,0,6,2,47200,0,0,3,20,3,0,1,0,0,35900,7180,3590,25130,1,4,1,2.9018542767997153,-23528.6,18,2015,2,3,2003,7,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
100,2,500,1124.59,6000000,1,1,0,1,67300,0,0,1,4,1,0,1,2,0,40800,6800,6800,27200,2,37,0,3.0233240558781427,-27304.920000000002,21,2015,2,26,2005,4,17,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1
212,1,2000,1123.89,0,1,4,8,4,35400,-49200,1,1,0,3,0,1,3,0,50380,4580,4580,41220,11,15,0,3.7355375822663546,-36893.32,29,2015,1,21,1990,4,29,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
375,2,1000,1275.39,0,1,0,11,2,0,0,1,5,16,1,1,2,3,0,37280,0,0,37280,1,5,1,2.435856221757005,-21975.32,29,2015,2,12,2007,2,18,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3
137,2,500,1107.07,0,0,2,10,0,0,-45300,5,2,21,1,0,0,0,1,3300,600,600,2100,10,1,0,0.24840344332336708,9984.84,17,2015,2,4,1991,5,5,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1
203,0,500,1394.43,0,0,5,7,1,0,0,5,1,7,1,0,0,1,1,55440,0,6160,49280,9,26,1,3.3131817301693167,-38706.84,26,2015,1,31,1998,2,20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2
39,1,500,1173.21,0,1,3,4,1,0,0,4,3,14,1,1,0,1,1,86130,15660,7830,62640,11,21,1,6.117830567417598,-72051.48,16,2015,2,14,1993,1,28,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
273,2,1000,1189.04,0,0,0,9,3,59600,0,5,4,0,3,0,1,3,0,39800,7960,3980,27860,7,36,0,2.78936509004463,-25531.52,11,2015,1,24,2011,9,27,0,0,0,0,1,0,0,0,1,1,0,0,0,1,3
405,1,1000,1132.47,4000000,1,4,8,2,46300,0,1,3,21,3,0,2,3,0,61440,10240,10240,40960,10,2,0,4.521091066430016,-47850.36,17,2015,1,8,1999,12,28,0,0,0,0,0,0,0,1,0,0,1,0,0,1,4
396,0,500,1351.72,0,1,2,12,5,0,-49400,1,6,3,1,1,1,3,0,2640,480,480,1680,13,28,0,0.16275560027224573,13580.64,25,2015,2,5,1996,10,15,1,0,0,1,0,0,1,0,0,1,0,0,0,1,4
227,2,500,976.67,0,0,6,5,4,0,0,4,4,16,1,0,1,2,0,72200,14440,7220,50540,2,22,1,6.160388531097164,-60479.96,12,2015,1,21,2013,10,27,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2
217,0,2000,875.15,0,0,0,6,3,46700,0,4,0,15,3,0,1,2,0,37840,0,4730,33110,0,31,0,3.6031918337808757,-27338.2,29,2015,2,10,2005,11,27,0,0,0,0,1,0,0,0,1,0,1,0,0,1,2
9,0,2000,1304.46,0,0,6,6,2,51700,-33300,0,0,6,1,0,0,3,1,5940,540,1080,4320,1,5,1,0.3794673658065406,9713.52,24,2015,1,31,2002,5,25,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
385,1,1000,976.37,0,0,4,2,0,0,-61000,6,5,14,3,0,1,3,0,67600,13520,6760,47320,11,21,0,5.769670650812021,-55883.56,18,2015,2,18,1990,7,20,0,0,0,1,0,0,0,1,0,1,0,0,1,0,3
404,1,1000,1361.16,4000000,0,5,13,1,0,-63700,5,2,23,1,0,2,0,1,53100,5310,5310,42480,0,23,1,3.2509036410120777,-36766.08,20,2015,1,15,2010,4,7,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4
231,2,500,920.81,0,0,2,11,5,0,0,4,2,14,1,1,2,0,0,71190,0,7910,63280,8,7,1,6.442697190517046,-60140.28,28,2015,2,13,1991,12,12,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2
79,0,500,1451.62,0,1,0,12,1,0,-55700,6,1,19,1,0,2,2,0,40000,8000,4000,28000,2,22,0,2.296285070013732,-22580.56,15,2015,1,3,1995,5,8,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
231,1,2000,1331.69,0,0,5,0,1,0,0,1,3,12,1,0,1,2,0,66950,10300,10300,46350,3,25,0,4.189538606332304,-50969.72,10,2015,2,18,2010,4,22,0,1,0,1,0,0,0,0,1,1,0,0,0,0,2
193,2,500,847.03,0,0,3,2,1,0,0,4,6,1,1,0,1,0,1,112320,17280,17280,77760,11,19,1,11.05037601973956,-102155.64,14,2015,2,8,1995,7,16,0,1,0,0,1,0,0,1,0,0,0,0,1,0,2
274,2,2000,1352.31,0,1,1,4,5,40700,-47300,1,3,22,1,1,0,3,1,63840,10640,10640,42560,2,37,1,3.934009213863685,-47612.28,19,2015,2,6,2001,5,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
144,2,2000,1896.91,0,0,6,5,1,73700,0,4,1,17,3,1,1,3,0,54400,5440,10880,38080,3,32,1,2.389851565616362,-31637.079999999998,10,2015,1,24,2012,10,11,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2
257,1,2000,1306.0,0,1,0,6,0,46100,-46900,1,1,3,3,1,2,1,0,50050,7700,3850,38500,5,16,1,3.193593670239918,-34378.0,17,2015,2,21,2000,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
122,0,500,1495.06,0,0,5,9,4,38100,-31400,3,1,18,3,0,2,0,1,99990,18180,18180,63630,8,12,0,5.573354915521785,-82049.28,14,2015,1,7,2003,8,9,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
325,1,1000,1690.27,0,0,0,10,1,61500,0,5,6,11,1,1,0,3,0,72930,6630,6630,59670,4,30,1,3.595579404473842,-52646.76,19,2015,1,14,2006,2,5,0,1,0,0,1,1,0,0,0,0,0,0,0,1,3
96,1,1000,1274.7,5000000,1,1,9,2,47500,-58700,0,6,15,3,1,2,3,1,55400,5540,11080,38780,3,32,1,3.621767213200491,-40103.6,21,2015,1,11,2006,12,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
404,1,1000,1361.16,4000000,0,5,13,1,0,-63700,5,2,23,1,0,2,0,1,53100,5310,5310,42480,0,23,1,3.2509036410120777,-36766.08,20,2015,1,15,2010,4,7,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4
218,0,500,1521.55,0,0,0,8,2,61100,-64500,4,2,18,1,0,1,3,1,68200,13640,6820,47740,4,30,1,3.735226140010735,-49941.4,22,2015,1,2,1996,2,14,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2
81,0,1000,1139.0,6000000,0,5,11,0,42400,0,4,3,0,3,0,1,2,0,44730,4970,4970,34790,10,1,1,3.2726075504828795,-31062.0,25,2015,1,14,2011,9,17,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
79,2,500,1863.04,0,0,0,8,1,53400,-35200,5,3,0,1,0,2,1,0,67800,13560,6780,47460,8,7,0,3.032677773960838,-45443.520000000004,30,2015,2,13,2000,11,5,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
234,1,500,1780.67,0,1,0,7,2,0,0,0,6,3,1,0,1,0,0,70200,7020,7020,56160,5,14,1,3.285280259677537,-48831.96,13,2015,2,19,2002,6,6,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2
195,0,1000,1406.52,8000000,1,4,12,4,0,0,4,0,12,1,0,0,2,0,44200,4420,4420,35360,7,36,1,2.6187564580193197,-27321.760000000002,23,2015,1,28,1991,7,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
272,2,1000,1279.13,0,1,6,2,2,0,0,0,6,5,3,0,1,2,1,81070,7370,14740,58960,1,4,1,5.2815846187121975,-65720.44,19,2015,2,6,1995,7,25,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
362,2,1000,1097.99,0,0,3,7,4,44400,-71500,1,2,0,3,0,0,3,0,39690,0,0,39690,11,21,0,3.0123225165985117,-26514.12,27,2015,2,17,2008,12,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,3
115,2,1000,1051.67,0,0,0,3,1,0,0,6,5,18,3,1,0,3,0,34160,0,4270,29890,1,5,1,2.706806000614895,-21539.96,20,2015,3,1,2005,12,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
389,0,2000,791.47,0,1,5,1,4,0,0,0,5,6,1,0,1,2,0,6300,630,1260,4410,8,7,1,0.6633226780547589,3197.6399999999994,24,2015,1,1,1998,3,21,0,0,1,1,0,0,0,0,1,1,0,0,0,1,3
199,1,500,1262.08,0,1,3,12,5,48500,0,0,1,4,1,0,0,3,0,60170,10940,10940,38290,9,29,1,3.9729388522650444,-45025.04,14,2015,1,8,1997,7,27,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2
234,1,500,951.56,0,0,3,13,5,59400,-78600,4,5,3,3,0,2,1,0,98280,15120,7560,75600,3,34,1,8.606919164319644,-86861.28,18,2015,2,8,1990,5,16,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2
163,1,500,1178.95,6000000,0,3,8,3,0,-67300,1,6,20,1,1,2,3,1,49400,4940,9880,34580,7,36,0,3.4918076819769,-35252.6,20,2015,1,16,2004,3,6,0,1,0,1,0,1,0,0,0,0,1,0,1,0,2
260,1,500,982.22,0,0,3,3,1,54500,-72100,1,5,18,1,0,1,0,0,75400,15080,7540,52780,6,8,0,6.39707329654592,-63613.36,14,2015,2,12,2009,6,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2
136,1,500,1169.62,0,0,3,11,1,0,0,4,0,6,1,1,0,0,0,55000,10000,10000,35000,12,9,1,3.9186516418437902,-40964.56,17,2015,2,4,2000,12,27,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
211,1,1000,1055.09,0,0,5,13,3,0,0,1,1,12,1,0,0,3,1,91520,8320,16640,66560,2,38,1,7.2284512853563845,-78858.92,20,2015,1,27,1997,5,15,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2
119,1,2000,1097.64,0,1,2,13,2,27100,0,3,3,16,2,0,1,0,0,63720,7080,21240,35400,0,33,0,4.8376516890783865,-50548.32,19,2015,2,6,1997,8,5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
259,2,2000,1655.79,0,0,5,3,0,0,0,1,3,8,1,1,0,0,1,105820,16280,16280,73260,1,4,0,5.325755882891752,-85950.52,23,2015,1,15,1996,4,10,0,1,0,0,0,0,0,1,0,1,0,0,1,0,2
291,2,1000,994.74,0,0,2,0,3,0,-55300,4,2,8,1,0,2,2,1,5580,620,620,4340,13,28,1,0.46745883346402073,6356.880000000001,20,2015,1,25,2006,4,13,1,0,0,1,0,0,0,0,1,1,0,0,0,1,3
246,2,1000,1397.0,0,1,2,6,1,0,0,1,0,6,1,0,1,0,0,61740,6860,6860,48020,0,23,0,3.682891911238368,-44976.0,28,2015,1,3,1995,3,8,0,1,0,1,0,0,0,1,0,1,0,0,0,0,2
283,2,500,1195.01,0,0,0,11,3,60700,-54300,6,3,13,3,0,0,2,0,42700,0,6100,36600,8,24,1,2.9776598801125793,-28359.88,14,2015,1,8,2012,10,25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
285,0,1000,1594.45,0,1,2,5,0,0,0,0,1,17,2,1,2,3,0,55680,6960,6960,41760,10,3,0,2.9100943899150176,-36546.6,19,2015,2,5,2014,7,5,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2
310,1,500,1516.34,0,0,3,0,4,11000,0,4,6,11,4,1,0,2,0,59400,13200,6600,39600,10,2,1,3.2644393737552266,-41203.92,29,2015,1,4,1999,8,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3
61,1,1000,1115.27,0,1,3,5,4,0,-66000,5,2,10,1,1,2,1,1,5900,590,590,4720,9,29,0,0.44084989882868425,7483.24,15,2015,1,1,1995,3,14,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1
10,1,2000,765.64,0,1,4,11,1,0,-22200,4,4,3,3,0,0,3,0,31350,2850,5700,22800,6,6,1,3.4121780471239744,-22162.32,24,2015,2,16,2008,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
257,1,500,1379.93,0,1,4,1,0,0,0,1,1,6,3,0,0,2,1,51810,9420,4710,37680,1,4,1,3.128781894733791,-35250.84,23,2015,2,1,2012,7,17,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2
119,0,1000,993.51,0,1,2,1,4,0,-49500,6,2,12,1,0,0,3,1,56300,5630,11260,39410,2,22,0,4.722314487691786,-44377.880000000005,14,2015,1,12,2014,6,10,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1
269,2,500,1297.75,4000000,0,3,7,3,0,-41400,4,1,15,3,0,0,1,0,98670,15180,15180,68310,3,34,1,6.335966095164708,-83097.0,15,2015,2,1,2002,12,21,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
156,1,500,1090.65,0,1,2,3,4,0,-51800,0,1,16,4,0,1,2,1,53400,5340,5340,42720,6,10,1,4.080135698895154,-40312.2,15,2015,1,16,1993,2,9,0,0,0,1,0,0,0,0,1,1,0,0,1,0,2
290,2,2000,1215.36,0,1,0,12,3,54400,0,6,3,22,3,0,0,1,0,66200,6620,6620,52960,11,19,0,4.539121467439003,-51615.68,13,2015,1,31,1993,11,18,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2
223,1,500,1201.41,0,0,3,8,0,88400,-46500,0,1,7,3,1,1,0,0,70510,12820,12820,44870,11,15,0,4.890781109973558,-56093.08,26,2015,1,27,1994,4,28,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2
292,1,1000,1588.22,0,1,3,6,2,0,-53800,6,5,15,3,1,1,1,0,84600,16920,8460,59220,3,25,0,4.438931634156477,-65541.36,18,2015,1,15,2007,3,4,0,0,0,1,0,0,0,1,0,0,1,0,1,0,2
228,1,2000,1197.22,5000000,1,4,6,2,0,0,5,5,8,1,0,0,0,0,5070,780,780,3510,8,12,1,0.35290088705501077,9296.64,18,2015,1,21,2006,6,27,0,0,1,1,0,0,0,0,1,1,0,0,1,0,2
86,1,2000,1595.07,0,1,6,13,4,75800,0,5,2,19,1,1,0,2,1,70920,11820,11820,47280,7,36,0,3.7051665444149786,-51779.16,23,2015,2,23,1991,8,22,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
291,2,1000,994.74,0,0,2,0,3,0,-55300,4,2,8,1,0,2,2,1,5580,620,620,4340,13,28,1,0.46745883346402073,6356.880000000001,20,2015,1,25,2006,4,13,1,0,0,1,0,0,0,0,1,1,0,0,0,1,3
85,1,1000,1454.42,0,1,0,10,2,51600,-73900,1,6,19,1,1,0,1,1,74280,12380,12380,49520,11,15,1,4.255992079316841,-56826.96,19,2015,1,31,1993,10,29,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
335,0,2000,1017.97,0,0,4,6,5,59900,-34800,6,1,21,3,0,0,0,1,35860,3260,6520,26080,2,37,1,2.93558094377372,-23644.36,20,2015,2,19,1995,9,6,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3
273,2,1000,1403.9,0,0,6,4,3,0,0,5,5,16,2,0,1,2,1,44110,4010,8020,32080,6,6,0,2.6183013984851717,-27263.199999999997,10,2015,1,31,2010,2,17,0,0,0,0,1,0,0,0,1,0,1,0,0,1,2
85,0,2000,1174.14,0,1,1,8,4,50400,-61500,1,3,14,4,1,0,0,0,59070,10740,5370,42960,12,9,0,4.192430204234588,-44980.32,13,2015,2,2,1996,7,23,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1
154,0,2000,1313.51,7000000,0,5,3,3,68500,0,4,4,9,1,0,2,0,0,2800,280,280,2240,13,28,0,0.1776410787381393,12962.119999999999,10,2015,2,3,2003,12,17,0,0,1,1,0,0,1,0,0,0,0,1,1,0,2
62,0,1000,988.45,0,0,5,10,4,0,0,1,4,3,1,0,1,1,1,60200,6020,6020,48160,11,15,1,5.075286222536968,-48338.6,21,2015,1,9,2003,3,9,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
177,0,1000,1609.67,0,1,1,0,5,0,-13200,4,6,22,1,0,1,3,0,82800,20700,13800,48300,7,17,1,4.28659290413563,-63483.96,21,2015,1,20,2002,12,30,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
143,0,500,1442.27,0,1,1,8,5,67900,0,1,1,10,1,0,2,3,1,58500,11700,5850,40950,4,30,0,3.3800883329751024,-41192.76,26,2015,2,17,2014,3,19,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
413,1,2000,1268.79,0,1,4,8,3,0,-31000,6,3,15,1,0,2,2,0,98160,8180,16360,73620,4,30,1,6.44708738246676,-82934.52,14,2015,1,19,1991,2,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3
85,1,500,1259.02,0,0,3,12,4,67000,-53600,4,3,8,1,0,2,2,0,5640,940,940,3760,9,35,0,0.373306222299884,9468.24,20,2015,2,16,2008,9,3,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
152,1,500,942.51,0,0,6,13,5,0,0,4,2,16,1,1,0,0,0,70400,6400,19200,44800,11,21,1,6.2245139750948715,-59089.880000000005,24,2015,1,30,1999,11,14,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
178,0,500,1035.99,0,0,3,3,3,0,0,1,6,3,3,0,2,0,0,64680,11760,11760,41160,7,36,0,5.202752922325504,-52248.119999999995,15,2015,1,17,2009,3,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
167,0,1000,949.44,0,0,5,3,2,0,-38400,0,6,22,3,0,0,0,0,69680,8710,8710,52260,8,24,1,6.115885855521851,-58286.72,17,2015,1,19,1994,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
256,2,500,1203.17,0,0,4,9,4,56700,-65600,6,2,11,1,0,0,0,0,63250,11500,5750,46000,9,35,0,4.380788528082759,-48811.96,28,2015,2,6,2014,12,13,0,1,0,1,0,1,0,0,0,0,1,0,0,0,2
255,2,500,1453.95,0,0,6,1,1,38200,0,6,6,17,3,1,0,3,0,29300,2930,5860,20510,1,4,0,1.6793333104072812,-11852.599999999999,15,2015,1,7,2001,7,9,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2
56,1,500,1533.07,0,1,3,4,3,0,-28800,0,6,13,1,1,1,2,1,58500,0,6500,52000,5,13,0,3.179893938306796,-40103.16,24,2015,1,20,2009,11,8,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
269,1,500,1330.46,0,0,2,6,5,54800,-64100,5,2,5,3,0,0,0,0,24200,2200,4400,17600,11,15,0,1.5157664767574122,-8234.48,17,2015,1,18,1996,8,23,0,0,0,0,1,0,0,0,1,0,1,0,0,1,2
373,1,500,1607.36,0,1,4,11,3,0,0,4,0,21,4,0,0,2,0,60600,6060,12120,42420,4,30,1,3.141797730439976,-41311.68,18,2015,1,19,2007,4,30,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3
105,0,500,1310.76,0,0,2,0,1,0,-40900,5,4,8,1,1,0,1,0,70290,12780,6390,51120,0,23,0,4.468781470292044,-54560.880000000005,17,2015,2,17,1996,7,8,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1
228,1,2000,1197.22,5000000,1,4,6,2,0,0,5,5,8,1,0,0,0,0,5070,780,780,3510,8,12,1,0.35290088705501077,9296.64,18,2015,1,21,2006,6,27,0,0,1,1,0,0,0,0,1,1,0,0,1,0,2
46,2,2000,998.19,0,0,4,8,0,43700,-66300,4,2,23,3,0,1,3,0,78600,13100,19650,45850,4,30,1,6.561876997365231,-66621.72,21,2015,1,23,2010,11,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
330,0,2000,1133.27,0,0,2,2,5,0,-56400,1,4,20,2,0,0,2,1,60500,11000,5500,44000,5,14,1,4.448778019948174,-46900.76,26,2015,3,1,2014,5,28,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3
136,1,500,1169.62,0,0,3,11,1,0,0,4,0,6,1,1,0,0,0,55000,10000,10000,35000,12,9,1,3.9186516418437902,-40964.56,17,2015,2,4,2000,12,27,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
238,2,1000,1524.45,4000000,1,2,5,5,0,-44800,0,2,21,4,0,0,0,0,42700,4270,4270,34160,10,1,1,2.33417516700012,-24406.6,30,2015,2,16,1996,5,11,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2
338,0,500,1143.46,4000000,1,4,8,2,0,0,0,0,4,1,1,2,1,0,58560,9760,9760,39040,8,12,0,4.267748762527766,-44838.479999999996,23,2015,2,18,1995,8,19,0,1,0,0,0,0,0,1,0,0,1,0,0,1,3
102,2,500,1075.41,0,1,4,6,5,55200,0,3,3,6,1,0,1,0,0,73400,7340,7340,58720,4,27,0,5.687753198005101,-60495.08,29,2015,2,15,1999,8,29,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1
231,2,500,920.81,0,0,2,11,5,0,0,4,2,14,1,1,2,0,0,71190,0,7910,63280,8,7,1,6.442697190517046,-60140.28,28,2015,2,13,1991,12,12,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2
192,0,1000,1245.89,0,0,5,3,5,0,-40300,6,6,19,1,0,0,0,0,76600,15320,7660,53620,8,7,0,5.123512776676378,-61649.32,25,2015,1,1,1997,3,10,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
123,1,500,1326.0,0,0,0,9,5,0,-54600,4,4,13,1,0,1,2,0,72120,12020,12020,48080,8,24,0,4.532428355957768,-56208.0,16,2015,2,17,2005,8,5,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1
239,1,2000,625.08,0,0,3,10,5,44200,-37000,4,5,10,1,0,2,3,1,87890,15980,7990,63920,2,38,1,11.717166869307395,-80389.04,11,2015,1,3,1990,8,18,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2
321,0,2000,1344.56,6000000,1,0,6,0,0,-39100,1,3,7,1,0,1,2,0,4680,520,0,4160,0,23,0,0.29005771404771824,11454.72,26,2015,2,12,2008,4,23,0,0,1,1,0,0,0,0,1,0,0,1,0,1,2
157,1,500,1257.83,7000000,1,2,4,3,40700,-41600,2,0,2,4,0,2,2,0,47700,4770,9540,33390,0,33,1,3.1602044791426507,-32606.04,14,2015,2,14,1990,8,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
150,2,1000,1007.0,0,0,6,13,4,30400,-89400,5,0,9,1,0,0,2,0,80080,12320,12320,55440,3,32,0,6.626944720291294,-67996.0,12,2015,1,27,2014,3,16,0,1,0,1,0,0,0,0,1,0,1,0,0,1,2
250,1,500,1055.6,0,1,2,3,0,69500,-40700,4,1,16,1,0,1,1,0,74800,13600,6800,54400,5,16,1,5.905014525704181,-62132.8,16,2015,1,3,2004,11,25,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2
1,0,500,903.32,0,0,2,13,1,0,0,1,3,1,3,0,1,0,0,31700,6340,3170,22190,12,18,0,2.924397408079824,-20860.16,19,2015,1,19,1995,9,19,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1
269,2,2000,1422.21,0,0,0,5,4,0,-46400,6,5,21,1,1,2,1,0,85900,17180,17180,51540,11,15,1,5.033246379461073,-68833.48,20,2015,1,16,1996,7,29,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
140,0,1000,985.97,5000000,0,1,10,2,0,0,5,4,13,1,0,2,3,0,82170,14940,7470,59760,3,32,1,6.944937472742579,-70338.36,30,2015,2,1,1996,10,23,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
253,2,2000,1312.75,0,0,6,11,2,81300,0,4,6,10,3,0,2,2,1,80740,7340,14680,58720,12,9,1,5.125372944835904,-64987.0,11,2015,1,1,2013,4,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
303,0,2000,836.11,5000000,1,5,11,1,0,0,4,6,1,4,1,1,2,0,72840,12140,6070,54630,4,27,0,7.259810312040282,-62806.68,15,2015,1,20,1997,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3
